site_id,entreprise_id,entreprise,nom_site,champ,valeur,periode,perimetre,mode_obtention,formule_ou_regle,source_id,source_url,source_verification_url,niveau_source,statut_audit,commentaire_audit
01-001-meudon,1,THALES,Meudon,raison_sociale_sirene,THALES,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-001-meudon,1,THALES,Meudon,ape_sirene,70.10Z,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-001-meudon,1,THALES,Meudon,activite_sirene,Activités des sièges sociaux,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-001-meudon,1,THALES,Meudon,etat_sirene,ACTIF,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-001-meudon,1,THALES,Meudon,date_stock_sirene,2026-07-31,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-001-meudon,1,THALES,Meudon,deja_dans_referentiel_initial,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,origine_ajout,referentiel_initial_enrichi_sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,source_presence,referentiel_initial+sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,rattachement_siret_trouve,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,résultat du rapprochement site ↔ établissement SIRENE,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,signe_activite_bitd,confirmé,2026-08-12,établissement / site,qualification_ou_calcul_interne,"qualification à partir de la source corporate, de l’entité et/ou de l’activité SIRENE",SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,Ce champ n’est pas un statut administratif.
01-001-meudon,1,THALES,Meudon,preuve_activite_corporate,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,affichage_carte_defaut,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,règle d’affichage dérivée de l’état SIRENE et de la validation documentaire,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,commentaire_qualification,Site déjà identifié dans le référentiel industriel initial et rapproché d’un établissement SIRENE actif.,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-552059024,M - méthode interne,documente,
01-001-meudon,1,THALES,Meudon,est_siege_unite_legale_sirene,true,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-552059024,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,nom_site,Élancourt,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,type_site,mixte,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,est_siege,false,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,entite,Thales LAS France,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,ville,Élancourt,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,departement,Yvelines,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,code_departement,78,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,region,Île-de-France,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,adresse,2 AVENUE GAY-LUSSAC 78990 ELANCOURT,2026-08-12,adresse établissement SIRENE,registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,latitude,48.778,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,Coordonnée de centre-commune lorsque precision_coordonnees = centre_commune_2026 ; ce n’est pas l’entrée exacte du site.
01-002-elancourt,1,THALES,Élancourt,longitude,1.96,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,Coordonnée de centre-commune lorsque precision_coordonnees = centre_commune_2026 ; ce n’est pas l’entrée exacte du site.
01-002-elancourt,1,THALES,Élancourt,activite,"Optronique, systèmes de mission, guerre électronique et activités de défense",2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-002-elancourt,1,THALES,Élancourt,niveau_precision_source,commune,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,precision_coordonnees,centre_commune_2026,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,statut_validation,validé_public,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,date_reference,2026-08-12,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,siren,319159877,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,siret,31915987700111,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,raison_sociale_sirene,THALES LAS FRANCE SAS,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,etat_sirene,ACTIF,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,date_stock_sirene,2026-07-31,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-002-elancourt,1,THALES,Élancourt,deja_dans_referentiel_initial,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,origine_ajout,referentiel_initial_enrichi_sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,source_presence,referentiel_initial+sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,rattachement_siret_trouve,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,résultat du rapprochement site ↔ établissement SIRENE,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,signe_activite_bitd,confirmé,2026-08-12,établissement / site,qualification_ou_calcul_interne,"qualification à partir de la source corporate, de l’entité et/ou de l’activité SIRENE",SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,Ce champ n’est pas un statut administratif.
01-002-elancourt,1,THALES,Élancourt,preuve_activite_corporate,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,affichage_carte_defaut,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,règle d’affichage dérivée de l’état SIRENE et de la validation documentaire,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,commentaire_qualification,Site déjà identifié dans le référentiel industriel initial et rapproché d’un établissement SIRENE actif.,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-002-elancourt,1,THALES,Élancourt,est_siege_unite_legale_sirene,false,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,nom_site,Limours,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,type_site,production,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,est_siege,false,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,entite,Thales LAS France,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,ville,Limours,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,departement,Essonne,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,code_departement,91,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,region,Île-de-France,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,adresse,VOIE PIERRE GILLES DE GENNES 91470 LIMOURS,2026-08-12,adresse établissement SIRENE,registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,latitude,48.646,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,Coordonnée de centre-commune lorsque precision_coordonnees = centre_commune_2026 ; ce n’est pas l’entrée exacte du site.
01-003-limours,1,THALES,Limours,longitude,2.081,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,Coordonnée de centre-commune lorsque precision_coordonnees = centre_commune_2026 ; ce n’est pas l’entrée exacte du site.
01-003-limours,1,THALES,Limours,activite,Radars de défense aérienne et systèmes de surveillance,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-las-france-319159877,A2 - source primaire corporate,documente,
01-003-limours,1,THALES,Limours,niveau_precision_source,commune,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,precision_coordonnees,centre_commune_2026,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,statut_validation,validé_public,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,date_reference,2026-08-12,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,siren,319159877,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,siret,31915987700061,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,raison_sociale_sirene,THALES LAS FRANCE SAS,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,etat_sirene,ACTIF,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,date_stock_sirene,2026-07-31,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-003-limours,1,THALES,Limours,deja_dans_referentiel_initial,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,origine_ajout,referentiel_initial_enrichi_sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,source_presence,referentiel_initial+sirene,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,rattachement_siret_trouve,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,résultat du rapprochement site ↔ établissement SIRENE,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,signe_activite_bitd,confirmé,2026-08-12,établissement / site,qualification_ou_calcul_interne,"qualification à partir de la source corporate, de l’entité et/ou de l’activité SIRENE",SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,Ce champ n’est pas un statut administratif.
01-003-limours,1,THALES,Limours,preuve_activite_corporate,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,affichage_carte_defaut,true,2026-08-12,établissement / site,qualification_ou_calcul_interne,règle d’affichage dérivée de l’état SIRENE et de la validation documentaire,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,commentaire_qualification,Site déjà identifié dans le référentiel industriel initial et rapproché d’un établissement SIRENE actif.,2026-08-12,établissement / site,qualification_ou_calcul_interne,,SRC0004,,https://www.pappers.fr/entreprise/thales-las-france-319159877,M - méthode interne,documente,
01-003-limours,1,THALES,Limours,est_siege_unite_legale_sirene,false,2026-07-31,établissement SIRENE (SIRET),registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-las-france-319159877,A1 - registre public officiel,documente,
01-004-brest,1,THALES,Brest,nom_site,Brest,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A2 - source primaire corporate,documente,
01-004-brest,1,THALES,Brest,type_site,mixte,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A2 - source primaire corporate,documente,
01-004-brest,1,THALES,Brest,est_siege,false,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A2 - source primaire corporate,documente,
01-004-brest,1,THALES,Brest,entite,Thales DMS France,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A2 - source primaire corporate,documente,
01-004-brest,1,THALES,Brest,ville,Brest,2026-08-12,établissement / site,publie_corporate_ou_synthese,,SRC0006,https://careers.thalesgroup.com/global/en/france,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A2 - source primaire corporate,documente,
01-004-brest,1,THALES,Brest,departement,Finistère,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A1 - registre public officiel,documente,
01-004-brest,1,THALES,Brest,code_departement,29,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A1 - registre public officiel,documente,
01-004-brest,1,THALES,Brest,region,Bretagne,2026-08-12,commune,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A1 - registre public officiel,documente,
01-004-brest,1,THALES,Brest,adresse,10 AVENUE 1ERE D.F.L. 29200 BREST,2026-08-12,adresse établissement SIRENE,registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,https://www.pappers.fr/entreprise/thales-dms-france-383475092,A1 - registre public officiel,documente,
