record_id,entreprise_id,entreprise,champ,valeur,periode,perimetre,mode_obtention,formule,source_id,source_url,niveau_source,statut_audit,commentaire_audit
1,1,THALES,siege_latitude,48.804,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
1,1,THALES,siege_longitude,2.227,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
1,1,THALES,effectif_label,Groupe : plus de 85 000 collaborateurs dans le monde ; défense : non communiqué séparément (activité Défense & Sécurité parmi les trois grands métiers du groupe).,2026-08-12,groupe / entité selon libellé,publie,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente_avec_limite_perimetre,"Une valeur est publiée, mais un sous-périmètre associé est explicitement non communiqué ; conserver cette nuance dans l’interface."
1,1,THALES,nb_etablissements_france_public,44,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0006,https://careers.thalesgroup.com/global/en/france-careers,A2 - source primaire corporate,documente,
1,1,THALES,nb_etablissements_france_public_label,44 sites en France (groupe),2026-08-12,France / périmètre corporate indiqué,publie,,SRC0006,https://careers.thalesgroup.com/global/en/france-careers,A2 - source primaire corporate,documente,
1,1,THALES,nb_sites_cartographies,27,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes/sites du référentiel initial pour l’entreprise,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_regions_cartographiees,8,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de régions distinctes parmi les sites cartographiés,SRC0004,,M - méthode interne,documente,
1,1,THALES,couverture_cartographique,27/44 (61%),2026-08-12,référentiel dashboard,calcule_referentiel,nb_sites_cartographies / nb_etablissements_france_public lorsque le dénominateur est comparable,SRC0004,,M - méthode interne,documente,
1,1,THALES,statut_couverture,couverture_strategique_partielle,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
1,1,THALES,book_to_bill,1.24,2026-08-12,Défense,calcule,prises de commandes / chiffre d’affaires,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,book_to_bill_perimetre,Défense,2026-08-12,Défense,metadonnee_perimetre,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,ratio_carnet_ca,3.4,2026-08-12,Défense,calcule,carnet de commandes / chiffre d’affaires annuel,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,ratio_carnet_ca_perimetre,Défense,2026-08-12,Défense,metadonnee_perimetre,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,marge_pct,12.4,2026-08-12,Marge EBIT ajusté groupe,publie_ou_calcule_selon_publication,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,marge_type,Marge EBIT ajusté groupe,2026-08-12,groupe / entité selon libellé,publie,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,ca_defense_label,"Non isolé publiquement en un montant “défense France”. Le groupe affiche environ 25,3 Md€ de chiffre d’affaires global sur ses données corporate récentes ; la Défense & Sécurité constitue l’un de ses principaux segments.",2026-08-12,groupe / entité selon libellé,publie,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
1,1,THALES,carnet_commandes_label,"Carnet groupe 53,323 Md€ fin 2025 ; carnet du segment Défense 41,6 Md€, soit environ 3,4 années de CA Défense. Prises de commandes Défense 2025 : 15,128 Md€.",2025,groupe / entité selon libellé,publie,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
1,1,THALES,indicateurs_financiers_label,"Marge d’EBIT ajusté groupe : 12,4 % ; Book-to-bill Défense : 1,24x ; Carnet Défense / CA Défense : 3,40x ; Free operating cash-flow : 2,577 Md€ ; dette nette : 1,618 Md€",2026-08-12,groupe / entité selon libellé,publie,,SRC0007,https://www.thalesgroup.com/en/investor-relations/regulated-information,A2 - source primaire corporate,documente,
1,1,THALES,actionnariat,"Secteur public français 26,60 %, Dassault Aviation 26,59 %, salariés 2,93 %, autodétention 0,28 %, autres actionnaires 43,60 % (structure au 30 juin 2025). Un pacte d’actionnaires organise le contrôle conjoint du secteur public et de Dassault Aviation ; l’État détient en outre une action spécifique.",2025,capital / contrôle,publie / synthèse actionnariale,,SRC0005,https://www.thalesgroup.com/,A2 - source primaire corporate,documente,
1,1,THALES,programmes,"Rafale (radar RBE2 AESA, avionique et capteurs), SAMP/T NG (radar Ground Fire), SCORPION, FDI (Sea Fire), sonars CAPTAS, communications tactiques et charges utiles satellitaires militaires.",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0005,https://www.thalesgroup.com/,A2 - source primaire corporate,documente,
1,1,THALES,code_ape,70.10Z – Activités des sièges sociaux pour Thales SA ; les filiales industrielles portent des codes spécialisés selon leur activité.,2026-08-12,"entité juridique de référence, pas nécessairement tout le groupe",registre_public / synthèse,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,A1 - registre public officiel,documente,
1,1,THALES,site_web,https://www.thalesgroup.com/,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,source_principale,https://www.thalesgroup.com/,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,source_implantations,https://careers.thalesgroup.com/global/en/france-careers,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,source_coordonnees,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,perimetre_cartographique,"Implantations françaises industrielles, R&D, MCO, essais et fonctions centrales publiquement identifiables ; ce fichier ne vise pas à reproduire chaque SIRET administratif ou micro-bureau commercial.",2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,date_reference,2026-08-12,2026,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_sites_referentiel_initial,27,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_lignes_sirene_actives,43,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes rattachées à un établissement SIRENE actif,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_nouveaux_etablissements_sirene,24,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes origine_ajout = SIRENE,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_sirene_sans_signe_bitd,0,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_sirene_a_confirmer,1,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_etablissements_v2_total,51,2026-08-12,référentiel dashboard,calcule_referentiel,nombre total de lignes de l’entreprise dans etablissements.csv V2,SRC0004,,M - méthode interne,documente,
1,1,THALES,nb_etablissements_affiches_par_defaut,51,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes avec affichage_carte_defaut = true,SRC0004,,M - méthode interne,documente,
1,1,THALES,couverture_sirene_v2,établissements SIRENE actifs des unités légales opérationnelles identifiées et documentées dans cette V2 ; ne prétend pas couvrir toutes les filiales juridiques du groupe,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,id,2,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,slug,dassault-aviation,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,entreprise,DASSAULT AVIATION,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,categorie,Grand maître d’œuvre / systémier,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,secteur_principal,Aéronautique,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,specialite,Avions de combat et systèmes aéronautiques militaires,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,secteurs,"Aéronautique de combat, avions de mission, systèmes de combat aérien, ingénierie et soutien en service.",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,description,"Dassault Aviation est le maître d’œuvre du Rafale et l’un des piliers de la souveraineté aéronautique militaire française. L’entreprise conçoit, intègre, produit et soutient des avions de combat ainsi que des avions de mission, pour l’Armée de l’air et de l’espace, la Marine nationale et des clients export. Elle détient des compétences souveraines rares en architecture d’avion de combat, intégration de systèmes d’armes, aérodynamique, commandes de vol et maîtrise d’œuvre de programmes complexes.",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,siege_ville,Saint-Cloud,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0009,https://carriere.dassault-aviation.com/accueil.aspx?LCID=1036,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,siege_departement,Hauts-de-Seine,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0009,https://carriere.dassault-aviation.com/accueil.aspx?LCID=1036,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,siege_region,Île-de-France,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0009,https://carriere.dassault-aviation.com/accueil.aspx?LCID=1036,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,siege_latitude,48.843,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
2,2,DASSAULT AVIATION,siege_longitude,2.209,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
2,2,DASSAULT AVIATION,effectif_label,Environ 14 600 collaborateurs au niveau groupe (dernier effectif annuel public consolidé facilement comparable) ; défense : non ventilé en effectifs.,2026-08-12,groupe / entité selon libellé,publie,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
2,2,DASSAULT AVIATION,nb_etablissements_france_public_label,14 établissements actifs recensés pour l’unité légale Dassault Aviation dans le répertoire public français.,2026-08-12,unité légale française,registre_public,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,A1 - registre public officiel,documente,
2,2,DASSAULT AVIATION,nb_sites_cartographies,9,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes/sites du référentiel initial pour l’entreprise,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_regions_cartographiees,5,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de régions distinctes parmi les sites cartographiés,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,couverture_cartographique,9 sites cartographiés; total public comparable n.c.,2026-08-12,référentiel dashboard,calcule_referentiel,nb_sites_cartographies / nb_etablissements_france_public lorsque le dénominateur est comparable,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,statut_couverture,sites_publics_identifies_non_exhaustivite_juridique,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,book_to_bill,1.47,2026-08-12,Groupe,calcule,prises de commandes / chiffre d’affaires,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,book_to_bill_perimetre,Groupe,2026-08-12,Groupe,metadonnee_perimetre,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,ratio_carnet_ca,6.3,2026-08-12,Groupe,calcule,carnet de commandes / chiffre d’affaires annuel,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,ratio_carnet_ca_perimetre,Groupe,2026-08-12,Groupe,metadonnee_perimetre,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,marge_pct,14.3,2026-08-12,Marge nette ajustée,publie_ou_calcule_selon_publication,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,marge_type,Marge nette ajustée,2026-08-12,groupe / entité selon libellé,publie,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,ca_defense_label,"4,645 Md€ en 2025, soit environ 62,6 % du chiffre d’affaires ajusté consolidé 2025 de 7,420 Md€.",2025,groupe / entité selon libellé,publie,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
2,2,DASSAULT AVIATION,carnet_commandes_label,"Carnet de commandes fin 2025 : 46,6 Md€ ; prises de commandes 10,9 Md€ ; CA 7,4 Md€. Le carnet comprend notamment 220 Rafale et 73 Falcon.",2025,groupe / entité selon libellé,publie,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,indicateurs_financiers_label,"Carnet / CA : 6,30x ; Book-to-bill : 1,47x ; Marge nette ajustée : 14,3 % ; Trésorerie disponible : environ 9,4 Md€",2026-08-12,groupe / entité selon libellé,publie,,SRC0010,https://www.dassault-aviation.com/fr/groupe/finance/,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
2,2,DASSAULT AVIATION,actionnariat,"Groupe Industriel Marcel Dassault 66,86 %, Airbus 10,65 %, flottant 21,63 %, autodétention 0,86 % au 30 juin 2026. Le contrôle familial est très majoritaire, avec présence d’Airbus au capital.",2026,capital / contrôle,publie / synthèse actionnariale,,SRC0011,https://www.dassault-aviation.com/fr/groupe/finance/actionnariat/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,programmes,"Rafale F4/F5, préparation du standard post-F4 et du combat collaboratif, SCAF/NGF, démonstrateur nEUROn, AVSIMAR / Falcon 2000 Albatros.",2000,groupe / entité selon libellé,synthese_documentaire,,SRC0008,https://www.dassault-aviation.com/,A2 - source primaire corporate,documente,
2,2,DASSAULT AVIATION,code_ape,30.30Z – Construction aéronautique et spatiale.,2026-08-12,"entité juridique de référence, pas nécessairement tout le groupe",registre_public / synthèse,,SRC0001,https://www.data.gouv.fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret,A1 - registre public officiel,documente,
2,2,DASSAULT AVIATION,site_web,https://www.dassault-aviation.com/,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,source_principale,https://www.dassault-aviation.com/,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,source_implantations,https://carriere.dassault-aviation.com/accueil.aspx?LCID=1036,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,source_coordonnees,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,perimetre_cartographique,"Implantations françaises industrielles, R&D, MCO, essais et fonctions centrales publiquement identifiables ; ce fichier ne vise pas à reproduire chaque SIRET administratif ou micro-bureau commercial.",2026-08-12,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,date_reference,2026-08-12,2026,groupe / entité selon libellé,metadonnee,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_sites_referentiel_initial,9,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_lignes_sirene_actives,14,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes rattachées à un établissement SIRENE actif,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_nouveaux_etablissements_sirene,6,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes origine_ajout = SIRENE,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_sirene_sans_signe_bitd,0,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_sirene_a_confirmer,3,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_etablissements_v2_total,15,2026-08-12,référentiel dashboard,calcule_referentiel,nombre total de lignes de l’entreprise dans etablissements.csv V2,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,nb_etablissements_affiches_par_defaut,15,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes avec affichage_carte_defaut = true,SRC0004,,M - méthode interne,documente,
2,2,DASSAULT AVIATION,couverture_sirene_v2,établissements SIRENE actifs des unités légales opérationnelles identifiées et documentées dans cette V2 ; ne prétend pas couvrir toutes les filiales juridiques du groupe,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
3,3,SAFRAN,id,3,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,slug,safran,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,entreprise,SAFRAN,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,categorie,Grand maître d’œuvre / systémier,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,secteur_principal,Propulsion & équipements,2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,specialite,"Propulsion militaire, optronique, navigation inertielle et équipements",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,secteurs,"Propulsion, optronique, navigation inertielle, guidage, drones, équipements de plateformes aériennes et terrestres.",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,description,"Safran fournit plusieurs briques critiques des capacités militaires françaises : moteurs, navigation inertielle, optronique, guidage, systèmes de drones et équipements aéronautiques. Il est notamment le motoriste du Rafale avec le M88 et un fournisseur majeur de capteurs et de systèmes de visée pour les forces terrestres, aériennes et navales. Son rôle souverain tient à la maîtrise de la propulsion militaire, de l’inertiel, de l’optronique et de chaînes de production à forte intensité technologique.",2026-08-12,groupe / entité selon libellé,synthese_documentaire,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
3,3,SAFRAN,siege_ville,Paris,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0013,https://www.safran-group.com/fr/implantations,A2 - source primaire corporate,documente,
3,3,SAFRAN,siege_departement,Paris,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0013,https://www.safran-group.com/fr/implantations,A2 - source primaire corporate,documente,
3,3,SAFRAN,siege_region,Île-de-France,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0013,https://www.safran-group.com/fr/implantations,A2 - source primaire corporate,documente,
3,3,SAFRAN,siege_latitude,48.8589,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
3,3,SAFRAN,siege_longitude,2.347,2026-08-12,commune du siège,geocode_centre_commune,,SRC0003,https://www.data.gouv.fr/datasets/communes-et-villes-de-france-en-csv-excel-json-parquet-et-feather,A1 - registre public officiel,documente,
3,3,SAFRAN,effectif_label,"Plus de 110 000 collaborateurs dans le monde ; la branche Équipements & Défense compte environ 55 300 collaborateurs, mais elle inclut aussi des activités civiles.",2026-08-12,groupe / entité selon libellé,publie,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
3,3,SAFRAN,nb_etablissements_france_public,115,2026-08-12,France / périmètre corporate indiqué,publie,,SRC0013,https://www.safran-group.com/fr/implantations,A2 - source primaire corporate,documente,
3,3,SAFRAN,nb_etablissements_france_public_label,115 établissements en France (groupe),2026-08-12,France / périmètre corporate indiqué,publie,,SRC0013,https://www.safran-group.com/fr/implantations,A2 - source primaire corporate,documente,
3,3,SAFRAN,nb_sites_cartographies,37,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de lignes/sites du référentiel initial pour l’entreprise,SRC0004,,M - méthode interne,documente,
3,3,SAFRAN,nb_regions_cartographiees,9,2026-08-12,référentiel dashboard,calcule_referentiel,nombre de régions distinctes parmi les sites cartographiés,SRC0004,,M - méthode interne,documente,
3,3,SAFRAN,couverture_cartographique,37/115 (32%),2026-08-12,référentiel dashboard,calcule_referentiel,nb_sites_cartographies / nb_etablissements_france_public lorsque le dénominateur est comparable,SRC0004,,M - méthode interne,documente,
3,3,SAFRAN,statut_couverture,couverture_strategique_partielle,2026-08-12,référentiel dashboard,calcule_referentiel,,SRC0004,,M - méthode interne,documente,
3,3,SAFRAN,marge_pct,16.6,2026-08-12,Marge opérationnelle courante ajustée groupe,publie_ou_calcule_selon_publication,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,documente,
3,3,SAFRAN,marge_type,Marge opérationnelle courante ajustée groupe,2026-08-12,groupe / entité selon libellé,publie,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,documente,
3,3,SAFRAN,ca_defense_label,"Le groupe ne publie pas un chiffre d’affaires “défense” pur. La branche Équipements & Défense a réalisé 12,3 Md€ de CA en 2025, montant qui comprend également des équipements aéronautiques civils.",2025,groupe / entité selon libellé,publie,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,documente,
3,3,SAFRAN,carnet_commandes_label,"Le groupe ne publie pas un carnet consolidé homogène directement comparable pour toutes ses activités Défense. La visibilité est néanmoins élevée sur le M88, l’AASM et les équipements de navigation/optronique, avec une forte hausse des cadences annoncée.",2026-08-12,groupe / entité selon libellé,publie,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,documente,
3,3,SAFRAN,indicateurs_financiers_label,"CA ajusté 2025 : 31,329 Md€ ; Résultat opérationnel courant ajusté : 5,197 Md€ ; Marge opérationnelle courante : 16,6 % ; Free cash-flow : 3,921 Md€, soit environ 12,5 % du CA",2025,groupe / entité selon libellé,publie,,SRC0014,https://www.safran-group.com/fr/finance/finance-bref,A2 - source primaire corporate,approximation_documentee,"Présenter comme ordre de grandeur, jamais comme valeur exacte."
3,3,SAFRAN,actionnariat,"État français 11,72 %, salariés 5,55 %, autodétention 0,34 %, public 82,39 % au 31 décembre 2025. L’État dispose d’une présence structurante dans la gouvernance.",2025,capital / contrôle,publie / synthèse actionnariale,,SRC0012,https://www.safran-group.com/,A2 - source primaire corporate,documente,
